No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
0874,00876,โรงพยาบาลพรหมคีรี,R,2.22,2.22,58,5.3,17.1,77.0,23.9,31.0,,5.36,22.71,510,15.4,48.8,91.0,28.6,31.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,(606) 760,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1091,PHCH
0876,00878,โรงพยาบาลเจาะไอร้อง,R,2.24,1.96,85,5.4,22.7,101.2,24.1,23.8,,5.24,21.09,504,15.4,46.5,88.7,29.4,33.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1304,PHCH
0884,00886,โรงพยาบาลรัตนบุรี,R,2.23,2.07,55,5.4,17.8,79.7,24.3,30.5,,5.38,19.26,509,15.3,47.8,88.8,28.4,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,Mindray BC6200,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1076,PHCH
0887,00889,โรงพยาบาลมายอ (เครื่อง2),R,2.21,2.15,69,5.3,19.9,79.0,24.0,27.3,,5.15,19.83,518,15.3,46.7,90.6,29.7,32.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 672,PHCH
0921,00923,โรงพยาบาลพระพุทธบาท,R,2.29,1.92,59,5.5,18.3,80.0,24.0,30.1,,4.64,16.96,509,15.4,59.9,129.1,33.2,25.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1824,PHGH
0928,00930,โรงพยาบาลเพ็ญ,R,2.27,1.77,56,5.3,17.1,75.5,23.4,31.0,,5.41,18.78,510,15.1,47.4,87.7,27.8,31.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 348,PHCH
0932,00935,โรงพยาบาลพยาบาลสถานพระบารมี,R,2.24,2.10,67,5.4,17.6,78.7,24.1,30.6,,4.66,19.74,543,15.1,56.1,120.3,32.4,26.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1221,PHCH
0949,00952,โรงพยาบาลราชเวช เชียงใหม่,R,2.33,1.83,63,5.4,27.5,118.1,23.2,19.6,,5.35,18.11,524,15.2,48.6,90.8,28.4,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,วัตถุทดสอบรหัส A368 ค่า MCV สูงเกินปกติ,ส่งผลสมบูรณ์,,HM 1289,NGPH
0954,00957,โรงพยาบาลกระบุรี,R,2.15,2.18,54,5.3,17.2,79.8,24.8,30.8,,5.17,22.96,503,15.3,48.1,93.0,29.7,31.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1337,PHCH
0966,00969,บริษัท โรงพยาบาลอินเตอร์เมดิคัล แคร์ แอนด์ แล็บ จำกัด(มหาชน),R,2.30,1.85,54,5.4,18.5,80.3,23.8,29.4,,5.36,18.28,531,15.3,48.3,90.3,28.6,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6800,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 885,NGPH
0976,00979,โรงพยาบาลสวรรค์ประชารักษ์,R,2.29,1.83,53,5.4,18.2,79.4,23.5,29.7,,5.46,18.68,523,15.4,48.5,88.8,28.1,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 51,PHRH
0977,00980,โรงพยาบาลอนันต์พัฒนา 2,R,2.41,2.11,65,5.6,18.8,77.9,23.2,29.8,,5.30,20.58,541,15.4,61.7,116.4,29.1,25.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1137,NGPH
0989,00992,โรงพยาบาลวังม่วงสัทธรรม,R,2.02,2.27,79,5.3,22.1,110.0,26.2,24.0,,5.31,23.00,495,15.1,49.0,92.3,28.3,30.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 152,PHCH
0990,00993,โรงพยาบาลป่าตอง,R,2.24,2.38,67,5.4,17.5,78.2,24.2,30.9,,4.99,0.19,491,15.4,61.9,124.0,30.8,24.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,ตัวอย่าง B368 เซลล์เม็ดเลือดแดงบวม รับตัวอย่าง 18/9/68 และทดสอบวันที่ 19/9/68,,,ส่งผลสมบูรณ์,,HM 628,PHCH
0995,00998,โรงพยาบาลเนินสง่า,R,2.22,2.08,69,5.2,17.3,78.0,23.6,30.1,,5.20,22.85,538,15.0,46.4,89.3,28.8,32.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 953,PHCH
1006,01009,โรงพยาบาลโนนสะอาด,R,2.30,2.18,71,5.3,23.8,108.1,24.0,22.3,,5.40,23.58,517,15.3,49.8,92.3,28.3,30.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 350,PHCH
1007,01010,โรงพยาบาลราชสาส์น,R,2.28,2.16,59,5.4,17.5,76.6,23.9,31.2,,5.20,22.29,516,15.2,45.6,87.7,29.3,33.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5380,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 191,PHCH
1013,01016,บริษัท แอคคิวฟาส แล็บ เซ็นเตอร์ จำกัด,R,2.30,1.85,55,5.4,18.5,80.4,23.8,29.4,,5.36,18.28,530,15.3,48.4,90.3,28.6,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 882,NGPH
1019,01022,โรงพยาบาลเคียนซา,R,2.33,1.68,67,5.4,17.9,77.0,23.2,30.1,,5.34,17.88,531,15.4,52.2,97.7,28.8,29.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 608,PHCH
1023,01026,โรงพยาบาลพนม,R,2.28,1.87,60,5.4,17.8,78.0,23.8,30.5,,5.14,21.47,518,14.9,45.3,88.1,29.0,33.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 610,PHCH
1026,01029,โรงพยาบาลชัยบุรี,R,2.24,2.04,65,5.3,17.1,76.5,23.6,30.9,,4.39,18.68,558,15.2,58.9,134.1,34.5,25.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,Mindray 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1302,PHCH
1027,01030,โรงพยาบาลบ้านนาสาร,R,2.31,2.03,54,5.4,18.1,78.5,23.4,29.9,,5.45,22.33,541,15.2,49.7,91.3,28.0,30.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC780,17 กันยายน 2568,สไลด์ เซลล์เริ่มมีการสลาย ทำให้ดูได้ยาก/ดูเซลล์ไม่ออก,,,ส่งผลสมบูรณ์,,HM 600,PHCH
1030,01033,โรงพยาบาลสามเงา,R,2.10,1.92,87,5.3,22.0,104.8,25.2,24.0,,5.01,19.75,500,15.1,44.8,89.4,30.3,33.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 473,PHCH
1039,01043,บริษัท เอสพี แลบบอราทอรี่ จำกัด,R,2.29,2.09,73,5.3,15.9,69.4,23.1,33.3,,5.30,20.94,487,14.3,42.9,80.9,27.0,33.3,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,Mindray BC 5600,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1997,NGPH
1047,01051,โรงพยาบาลลับแล,R,2.23,2.26,86,5.3,25.4,114.1,23.9,20.9,,5.28,22.37,509,15.3,47.3,89.5,29.0,32.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 986,PHCH
1053,01057,โรงพยาบาลศรีณรงค์,R,2.42,1.41,114,5.7,23.2,95.8,23.6,24.6,,5.44,18.81,521,15.5,50.3,92.5,28.4,30.7,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5800,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 1458,PHCH
1059,01063,โรงพยาบาลวัดเกตุมดีศรีวราราม(สมุทรสาคร2),R,2.37,2.28,69,5.8,17.9,75.5,24.4,32.3,,5.23,22.09,494,15.5,45.5,87.0,29.6,34.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1589,PHGH
1061,01065,โรงพยาบาลแก่งกระจาน,R,2.31,1.63,63,5.3,18.1,78.3,23.0,29.3,,5.12,0.86,589,15.3,64.5,126.0,29.9,23.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 235,PHCH
1062,01067,โรงพยาบาลนครท่าฉลอม,R,2.25,2.00,59,5.4,16.9,75.0,23.9,31.8,,5.01,19.67,515,15.0,43.4,86.6,30.0,34.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1837,PHGH
1069,01074,โรงพยาบาลบางใหญ่,R,2.30,1.87,39,5.5,18.4,79.9,23.9,29.9,,5.36,18.26,508,15.3,48.0,89.6,28.6,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 127,PHCH
1071,01076,โรงพยาบาลขุนตาล,R,2.15,1.86,82,5.3,23.3,108.7,24.6,22.6,,5.33,21.84,529,15.3,47.7,89.5,28.7,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,Mindray BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 571,PHCH
1081,01086,โรงพยาบาลนครนายก,R,2.34,1.83,58,5.5,18.9,80.9,23.6,29.1,,5.49,18.59,515,15.8,50.3,91.6,28.8,31.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1851,PHGH
1083,01089,โรงพยาบาลวชิระภูเก็ต 2 สาขาหยี่เต้ง,R,2.18,2.31,79,5.3,19.7,90.5,24.2,26.7,,5.11,23.65,523,15.1,46.8,91.5,29.6,32.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,การทดสอบ diff WBC ของ sample C368 ไม่มี เม็ดเลือดขาวเลย เหมือนเป็น blood smear ของการทดสอบดูเชื้อมาลาเรียมากกว่า ทำให้ผลที่รายงานไปเป็นการคาดเดา แต่ลองส่งดู คิดว่าsmear เลือดมีความผิดพลาดอะไรหรือไม่ค่ะ เพราะไม่เคยเจอแบบนี้ค่ะ,,,ส่งผลสมบูรณ์,,HM 1688,PHRH
1092,01099,ห้างหุ้นส่วนจำกัด ท็อปแล็บ คลินิกเทคนิคการแพทย์,R,2.24,2.11,78,5.4,17.1,76.3,24.1,31.6,,5.27,21.69,516,15.6,46.3,87.8,29.6,33.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1913,NGPH
1093,01100,โรงพยาบาลโพนนาแก้ว,R,2.30,1.86,57,5.4,18.5,80.3,23.6,29.2,,5.36,18.55,559,15.5,48.3,90.1,29.0,32.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 377,PHCH
1094,01101,โรงพยาบาลร้อยเอ็ด,R,2.15,1.87,45,5.5,17.2,80.2,25.6,32.0,,5.44,18.55,524,15.3,48.9,89.9,28.2,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 96,PHGH
1095,01102,โรงพยาบาลวัฒนานคร,R,2.22,2.12,50,5.3,17.5,78.6,24.0,30.6,,4.39,21.42,555,15.2,56.5,128.7,34.7,27.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 196,PHCH
1096,01103,โรงพยาบาลอรัญประเทศ,R,2.35,1.94,41,5.6,19.1,81.1,23.8,29.3,,3.81,17.52,525,15.5,50.1,131.4,40.7,30.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 940,PHCH
1097,01104,โรงพยาบาลนวมินทร์ 9,R,2.21,1.79,77,5.4,25.2,114.3,24.4,21.4,,5.38,18.19,533,15.4,48.4,90.0,28.6,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,A368 และฺ368 เสีย,ส่งผลสมบูรณ์,,HM 1259,NGPH
1098,01105,โรงพยาบาลถลาง,R,2.33,1.81,58,5.5,18.7,80.4,23.8,29.4,,5.43,18.36,534,15.7,49.6,91.4,28.8,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 627,PHCH
1099,01106,เทศบาลเมืองท่าเรือพระแท่น,R,2.33,2.03,71,5.6,17.5,75.3,23.9,31.7,,5.02,21.07,548,15.4,55.8,111.2,30.2,27.6,,(600) Mindray,600,601,"(601) BC 5000, 5000 Vet, 5150",,,BC5150,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1344,GNPH
1100,01107,โรงพยาบาลปิยะเวท,R,2.34,1.73,55,5.4,18.3,78.1,23.1,29.5,,5.33,17.97,516,15.3,47.3,88.8,28.7,32.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1234,NGPH
1101,01108,โรงพยาบาลมะการักษ์,R,2.26,1.97,55,5.4,18.3,80.9,23.8,29.5,,5.50,18.28,541,15.8,49.6,90.1,28.7,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.1 เข้ามาด้วย,HM 82,PHGH
1102,01109,โรงพยาบาลดอนตูม,R,2.25,1.77,35,5.5,17.7,78.5,24.3,31.1,,3.60,14.67,533,15.4,47.4,131.7,42.7,32.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 222,PHCH
1103,01110,โรงพยาบาลจิตเวชสระแก้วราชนครินทร์,R,2.26,2.12,66,5.5,17.7,78.1,24.3,31.2,,5.19,21.91,516,15.4,46.4,89.4,29.7,33.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 3500,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.6 เข้ามาด้วย,HM 27,DMH
1106,01113,โรงพยาบาลบ้านตาขุน,R,2.19,1.95,62,5.3,17.0,76.1,23.5,31.5,,5.43,19.86,525,15.2,48.1,88.7,28.1,31.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 611,PHCH
1108,01115,โรงพยาบาลเนินขาม,R,2.28,1.96,71,5.4,17.8,78.1,23.7,30.3,,5.03,20.28,574,15.1,50.8,112.0,30.0,28.5,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1735,PHCH
1109,01116,โรงพยาบาลเมตตาประชารักษ์ (วัดไร่ขิง),R,2.32,2.10,92,5.3,25.6,110.4,22.7,20.5,,5.29,21.60,538,15.5,46.1,87.2,29.4,33.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 9,DMS
1113,01120,โรงพยาบาลแพร่-ราม,R,2.31,2.10,85,5.5,25.0,108.2,23.8,22.0,,5.23,21.80,501,15.4,46.5,88.9,29.4,33.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 834,NGPH
1114,01121,โรงพยาบาลบึงโขงหลง,R,2.26,2.20,63,5.4,17.7,78.5,23.7,30.5,,5.25,22.49,556,15.2,47.3,90.1,29.0,32.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,bc700,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 967,PHCH
1117,01124,โรงพยาบาลพญาเม็งราย,R,2.12,2.01,49,5.4,16.6,78.3,25.4,32.4,,4.47,22.01,512,15.4,57.8,129.1,34.3,26.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 568,PHCH
1120,01127,โรงพยาบาลวังทอง,R,2.30,2.17,84,5.2,25.0,108.5,23.0,21.0,,5.22,22.51,512,15.1,45.0,86.1,28.9,33.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 493,PHCH
1122,01129,โรงพยาบาลนาเชือก,R,1.79,2.11,77,5.3,18.4,102.6,29.3,28.6,,5.18,22.78,516,15.6,44.6,86.1,30.0,34.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 305,PHCH
1123,01130,โรงพยาบาลคอนสาร,R,2.34,1.86,50,5.5,18.6,79.7,23.4,29.6,,5.31,18.13,503,15.3,48.3,91.0,28.9,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 275,PHCH
1126,01133,โรงพยาบาลชลบุรี,R,2.38,1.79,55,5.3,27.2,114.3,22.3,19.5,,5.45,17.98,495,15.2,48.9,89.7,27.9,31.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 42,PHRH
1138,01146,โรงพยาบาลภูกระดึง,R,2.22,2.08,61,5.4,17.4,79.0,24.4,30.9,,4.50,19.02,514,15.0,49.6,115.2,33.5,29.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 331,PHCH
1144,01152,โรงพยาบาลซับใหญ่,R,2.19,1.53,51,5.3,16.9,77.2,24.3,31.5,,4.57,0.20,546,15.3,58.9,129.0,33.5,26.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1606,PHCH
1145,01153,โรงพยาบาลบาเจาะ (เครื่อง2),R,2.21,2.19,61,5.3,17.1,77.3,24.2,31.0,,5.25,23.29,508,15.3,47.5,90.4,29.1,32.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1734,PHCH
1146,01154,คลินิกแล็บสุราษฎร์ธานี,R,2.29,2.01,62,5.4,17.3,75.7,23.7,31.3,,5.22,20.24,493,15.0,45.2,86.7,28.8,33.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1538,NGPH
1149,01157,โรงพยาบาลพรเจริญ,R,2.25,1.83,64,5.3,17.5,77.6,23.7,30.3,,5.30,18.63,506,15.1,48.9,92.2,28.5,30.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 343,PHCH
1153,01161,โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง,R,2.29,1.85,62,5.4,18.1,78.9,23.5,29.8,,5.37,17.92,536,15.2,47.3,89.3,28.9,32.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1768,GNPH
1161,01169,โรงพยาบาลบ้านเหลื่อม,R,2.28,2.09,90,5.3,22.2,97.6,23.1,23.7,,5.20,21.84,508,15.5,44.4,85.4,29.7,34.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 262,PHCH
1162,01170,โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี (เครื่อง1),R,2.28,1.96,50,5.4,18.1,79.2,23.8,29.8,,5.25,18.33,509,15.1,47.1,89.7,28.7,32.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1355,NGPH
1164,01172,โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี (เครื่อง2),R,2.28,1.84,40,5.5,18.3,80.2,24.1,30.1,,4.98,16.99,532,15.3,50.8,128.8,30.6,23.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1789,NGPH
1171,01179,โรงพยาบาลแพร่,R,2.30,2.01,46,5.4,18.4,79.8,23.5,29.3,,5.32,18.85,487,15.4,48.3,90.7,28.9,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 105,PHGH
1172,01180,โรงพยาบาลลำทะเมนชัย,R,2.22,2.10,54,5.3,16.8,75.8,24.0,31.6,,5.24,20.69,509,15.3,60.6,115.7,29.3,25.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 688,PHCH
1173,01181,โรงพยาบาลขามทะเลสอ,R,2.22,1.03,12,5.4,17.1,77.0,24.1,31.3,,5.30,17.27,115,15.4,46.6,87.8,29.0,33.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 264,PHCH
1176,01184,โรงพยาบาลคลองหลวง,R,2.28,1.79,90,5.4,25.8,113.0,23.6,20.9,,5.49,18.65,545,15.5,48.1,87.6,28.3,32.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 927,PHCH
1177,01185,บริษัท ศูนย์สุขภาพโคราช จำกัด คลินิกหมอจำรัส,R,2.22,1.03,41,5.4,17.1,77.0,24.1,31.3,,5.30,17.27,468,15.4,46.6,87.8,29.0,33.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1625,NGPH
1178,01186,โรงพยาบาลคง,R,1.90,1.56,82,5.2,20.6,108.4,27.4,25.4,,5.23,18.09,504,15.0,47.5,90.9,28.8,31.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 260,PHCH
1179,01187,โรงพยาบาลราชสีมา ฮอสพิทอล,R,2.29,2.04,60,5.4,17.2,75.4,23.8,31.5,,5.18,20.85,481,15.3,45.4,87.6,29.6,33.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 807,NGPH
1186,01194,โรงพยาบาลราษีไศล,R,2.32,2.03,46,5.5,18.4,79.5,23.7,29.9,,5.37,22.85,503,15.5,48.3,90.0,28.8,32.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 435,PHCH
1189,01197,โรงพยาบาลบางปะกง,R,2.16,2.00,57,5.3,16.8,77.6,24.5,31.5,,5.12,22.58,499,15.1,45.7,89.2,29.5,33.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 185,PHCH
1192,01200,โรงพยาบาลอมก๋อย,R,2.18,1.89,67,5.2,17.2,78.8,23.8,30.2,,5.29,19.25,543,15.4,48.1,91.0,29.1,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 551,PHCH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
